method,mode,scene,seed,malicious_report_leakage
RPPS-TDC,onoff,Traffic,20260819,0.9941690962099126
RPPS-TDC,onoff,Traffic,20260820,0.2777777777777778
RPPS-TDC,onoff,Traffic,20260821,0.6374269005847953
RPPS-TDC,onoff,Traffic,20260822,0.1388888888888889
RPPS-TDC,onoff,Traffic,20260823,0.8067484662576687
RPPS-TDC,onoff,Traffic,20260824,0.0783132530120482
RPPS-TDC,onoff,Traffic,20260825,0.02967359050445104
RPPS-TDC,onoff,Traffic,20260826,0.0
RPPS-TDC,onoff,Traffic,20260827,0.9544072948328267
RPPS-TDC,onoff,Traffic,20260828,0.2298507462686567
RPPS-TDC,onoff,Traffic,20260829,0.07119741100323625
RPPS-TDC,onoff,Traffic,20260830,0.9327217125382263
RPPS-TDC,onoff,Traffic,20260831,0.08849557522123894
RPPS-TDC,onoff,Traffic,20260832,0.10385756676557864
RPPS-TDC,onoff,Traffic,20260833,0.1592920353982301
RPPS-TDC,onoff,Traffic,20260834,0.0
RPPS-TDC,onoff,Traffic,20260835,0.3137254901960784
RPPS-TDC,onoff,Traffic,20260836,0.0
RPPS-TDC,onoff,Traffic,20260837,0.021148036253776436
RPPS-TDC,onoff,Water,20260808,0.915068493150685
RPPS-TDC,onoff,Water,20260809,0.1206896551724138
RPPS-TDC,onoff,Water,20260810,0.06647398843930635
RPPS-TDC,onoff,Water,20260811,0.7994269340974212
RPPS-TDC,onoff,Water,20260812,0.06628242074927954
RPPS-TDC,onoff,Water,20260813,0.049132947976878616
RPPS-TDC,onoff,Water,20260814,0.9514285714285714
RPPS-TDC,onoff,Water,20260815,0.9093484419263456
RPPS-TDC,onoff,Water,20260816,0.8972222222222223
RPPS-TDC,onoff,Water,20260817,0.03363914373088685
RPPS-TDC,onoff,Water,20260818,0.09166666666666666
RPPS-TDC,onoff,Water,20260819,0.05763688760806916
RPPS-TDC,onoff,Water,20260820,0.9259259259259259
RPPS-TDC,onoff,Water,20260821,0.03899721448467967
RPPS-TDC,onoff,Water,20260822,0.10198300283286119
RPPS-TDC,onoff,Water,20260823,0.044444444444444446
RPPS-TDC,onoff,Water,20260824,0.13202247191011235
RPPS-TDC,onoff,Water,20260825,0.10136986301369863
RPPS-TDC,onoff,Water,20260826,0.05042016806722689
RPPS-TDC,onoff,Water,20260827,0.05952380952380952
RPPS-TDC,onoff,Water,20260828,0.08493150684931507
RPPS-TDC,onoff,Water,20260829,0.07758620689655173
RPPS-TDC,onoff,Water,20260830,0.0196078431372549
RPPS-TDC,onoff,Water,20260831,0.8645533141210374
RPPS-TDC,onoff,Water,20260832,0.02359882005899705
RPPS-TDC,onoff,Water,20260833,0.7909604519774012
RPPS-TDC,onoff,Water,20260834,0.03081232492997199
RPPS-TDC,onoff,Water,20260835,0.831858407079646
RPPS-TDC,onoff,Water,20260836,0.025787965616045846
RPPS-TDC,onoff,Water,20260837,0.08831908831908832
