budget,mode,delta_cap,scene,target_workers,seed,task_id,participant_count,norm_sq_sum,dimension,no_truth,iterations,converged,pair_evaluations,effective_budget,angular_available,valid_score_count,scores_json,labels_json,retained_json,worker_ids_json,screening_macro_f1
cap-6,rabod,6,Water,27,20260808,75,26,1.4188356846274942e-05,9,False,5,True,390,6,True,26,"[0.028624391941498132,0.08471659452752422,0.027603985597647922,0.01841756318353293,0.13525773410815864,0.015418416109581657,0.0030673067835032685,0.043967583715096195,0.10216557103128376,0.03366463730068579,0.04682280047057713,0.044886456108013735,0.03086400157780612,0.048992777060460686,0.13275653300060714,5.0282193280591e-07,0.10253680144329677,1.4044626680028039e-05,0.030761802406879115,0.04575088110401523,1.3854160570012185e-07,2.1812523487649043e-07,1.1404888732873118e-07,9.200087608328815e-07,2.701757985452416e-07,4.990167877925482e-07]","[1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,2,0,2,1,1,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0]","[2,5,6,7,10,12,17,22,25,27,28,33,34,36,43,53,60,61,63,65,67,71,72,77,80,91]",0.6210526315789473
cap-6,rabod,6,Water,27,20260808,76,21,1.6405373483400856e-05,9,False,2,True,210,5,True,21,"[0.022621295678475272,0.024633807886584244,0.006410787363334446,0.11669558090271799,0.057968491733563575,0.013509625144431651,0.05400093172745946,0.08628391696209002,0.016475310153288642,0.02246743800952731,0.009708006505370409,0.08111604431847402,0.043263110377692454,1.4147837325152606e-05,6.472628175917254e-07,0.04549894085104229,2.391415998184332e-05,2.469495309234619e-06,3.847321683158346e-06,1.5039870863021168e-06,1.8521717347633118e-07]","[1,1,1,0,1,1,1,0,1,1,1,0,1,2,2,1,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0]","[4,11,14,15,20,21,24,30,31,37,44,45,50,52,58,59,60,66,73,75,94]",0.6541666666666667
cap-6,rabod,6,Water,27,20260808,77,24,2.5445014987087663e-05,9,False,4,True,240,5,True,24,"[0.023164747758749858,0.08035911743740913,0.05941922976118367,0.07661930007937742,0.08132861416896349,0.14444976674353333,0.0150057126704192,0.02740317430850558,0.10070187322531683,0.0642446420364147,0.030230225202606483,0.023849441401926744,0.07492475195960208,0.02614755442234406,0.05022418793354357,0.05190169804779182,0.058800895356898204,0.017997416376176866,6.126108567390888e-06,8.690694309072179e-07,7.524098040397485e-07,3.3259202040938427e-07,6.596043109110269e-08,2.2586610916938296e-08]","[1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0]","[2,3,9,12,17,23,24,25,27,31,32,33,38,46,48,52,55,56,69,71,75,85,89,90]",0.7333333333333334
cap-6,rabod,6,Water,27,20260808,78,10,4.370055666184964e-05,9,False,7,True,60,4,True,10,"[0.2785455997019982,0.06127573802856377,0.006554590646229054,0.04332760832424933,0.012759129207121135,7.829571427639613e-07,1.428375092462119e-07,1.670858922127009e-07,1.286270891651804e-07,2.1532458961218827e-07]","[0,0,1,1,1,2,2,2,2,2]","[1,1,1,1,1,0,0,0,0,0]","[5,13,16,21,26,68,72,79,84,85]",0.7857142857142857
cap-6,rabod,6,Water,27,20260808,79,26,2.3067297963592765e-05,9,False,5,True,390,6,True,26,"[0.25820987984083654,0.04962486385404726,0.07415456577722293,0.05852867495338172,0.05346818419513039,0.003409113406278285,0.018410159305368653,0.05636999173681692,0.02711737825654368,0.055816479908861266,0.0670482970326659,0.04443337609688679,0.059901859180620756,3.0064486452909887e-06,0.0002458030576642928,1.1043680653625265e-05,3.4726236163508893e-07,6.105022041932395e-07,2.410515760828404e-06,5.915773526013995e-07,6.900026880711657e-07,2.148356710418983e-07,7.156188007749428e-08,1.8477314480050032e-07,3.6180672576550064e-07,3.2256093164931046e-07]","[0,1,0,0,1,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[8,9,10,11,16,24,29,30,31,39,40,46,47,51,52,58,60,61,65,73,74,82,89,92,93,97]",0.7777777777777778
cap-6,rabod,6,Water,27,20260808,80,26,3.232276683211172e-05,9,False,5,True,390,6,True,26,"[0.021867045078100368,0.030470260236824396,0.09605559825766566,0.044995269741995365,0.03651461210272522,0.04619040649961208,0.0732229389218641,0.1107636964373849,0.024043816434333017,0.048695016715146616,0.04572964864389589,0.015037701508611855,0.09145548489285922,0.07079627731936487,0.02752627951652817,1.4964042638872514e-05,3.8811855974170404e-06,8.323893407699607e-07,1.9971303381537898e-05,5.421048672847158e-07,6.033242585620149e-08,7.691008436703046e-08,1.3244201023236229e-07,1.9587828473087103e-08,2.5029931493801393e-07,1.1608391387605837e-07]","[1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[2,8,11,12,15,18,22,23,24,25,28,30,35,47,48,53,55,57,58,68,69,71,83,86,87,93]",0.75
cap-6,rabod,6,Water,27,20260808,81,28,1.2004392558067177e-05,9,False,4,True,420,6,True,28,"[0.034359321633967904,0.08734644695821281,0.1043333703876899,0.1720218939239651,0.09908129939529167,0.04348789770487552,0.0828758173650726,0.07909698761969951,0.02133522586228108,0.036165593771331384,0.06684124958493867,0.01920262628788381,0.08148083808017981,3.798209825544646e-06,0.07766711389665718,4.248940376240511e-07,8.196217020132008e-08,6.632137159352589e-07,2.9549156062016126e-07,1.8479875302692934e-06,2.327610626776525e-08,8.057223361875319e-08,2.1114364796037246e-07,5.411969932418974e-07,4.3537432908074203e-07,1.9885203701866357e-08,1.1308379881675225e-07,1.2621721856764476e-07]","[1,0,0,0,0,1,0,0,1,1,0,1,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[3,4,10,17,24,30,31,34,41,42,44,45,47,52,54,62,63,68,71,73,76,87,88,89,90,95,98,99]",0.8463949843260188
cap-6,rabod,6,Water,27,20260808,82,44,1.0775869889983389e-05,9,False,4,True,660,6,True,44,"[0.0230653062234145,0.028097774955571645,0.01860263533928498,0.06219884187195536,0.052440845675937646,0.01941853338189893,0.02350186548633905,0.049625958471432925,0.07569907883417415,0.035151341470888074,0.050506724653479405,0.09564551436478697,0.09859908495644365,0.02471402059075045,0.10630252840165358,0.028282387559272187,0.10947985584353008,0.06617185879941971,0.029512356836726594,0.027565957392950174,0.028157095802407526,0.020850843665037408,0.04273051693023699,0.06253941891431315,7.188690908755527e-07,0.008174772406151578,1.0895321827167839e-05,2.7040606499988667e-07,0.030490867217816464,6.411691620459139e-07,6.25950340775311e-07,5.90044584098735e-06,2.673150679907298e-07,1.1864516119016143e-07,4.257769081366117e-06,1.7093765792887369e-07,6.389384681379077e-08,2.3541289558230337e-07,8.085434887478971e-08,2.2794562301254387e-08,3.3754989471443914e-08,1.239792072208839e-06,5.523767927121239e-08,3.8327935897068116e-08]","[1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,3,5,6,10,12,15,17,19,20,24,25,26,27,31,34,38,39,44,46,47,48,49,50,53,54,55,58,59,61,63,69,70,71,74,77,78,81,83,84,88,89,90,97]",0.7236842105263157
cap-6,rabod,6,Water,27,20260808,83,31,1.3726922813745922e-05,9,False,5,True,465,6,True,31,"[0.07073674771245149,0.1211470718342581,0.01819033429839781,0.09070702104776945,0.028777602683275175,0.06410402584334943,0.03962841792942062,0.03647298901228707,0.011477052800997778,0.005661867382127605,0.08148595194533281,0.08608255287216136,0.022812309939914274,0.08830442912550038,0.021436566982857053,0.03827189478617988,0.05212816528499744,0.029456096195167147,0.05305382014285673,9.083209489003327e-07,7.764377194822832e-07,7.698719358051227e-08,7.849159695711989e-08,8.21447487861496e-08,8.069800159690495e-08,5.96700900028314e-08,3.7826630029708234e-07,5.978945332209796e-08,3.00360477031697e-08,6.12754027365584e-08,4.8819970986902446e-08]","[0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[8,10,11,12,14,16,18,19,21,22,24,29,30,32,37,38,42,48,56,59,60,68,71,72,74,80,89,90,91,92,98]",0.76
cap-6,rabod,6,Water,27,20260808,84,16,3.6987769259290406e-05,9,False,5,True,96,4,True,16,"[0.08146247210740017,0.14262004461857944,0.023813967981233246,0.020757951861415463,0.12439053370322699,0.059380874158163795,0.020567511111159092,0.06152050574677953,0.012605212761133263,0.005836519636501447,2.0030752669850175e-07,0.00039017954861230434,2.106556801018746e-07,3.343895130386879e-08,3.004541049418669e-08,8.71649115487553e-08]","[0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]","[2,3,5,25,26,28,29,44,49,50,62,63,75,85,95,99]",0.8333333333333333
cap-6,rabod,6,Water,27,20260808,85,14,3.150674171083332e-05,9,False,4,True,84,4,True,14,"[0.15154183142414143,0.13632064707020566,0.022452312830295387,0.048347804539154444,0.008716175939887296,0.020812886794472272,0.02473543575799537,0.04411977072663031,2.468496174692896e-06,1.3959109367856054e-05,1.6832415121492693e-05,3.7653313105321146e-08,1.3061155526379145e-07,1.2843587141540443e-06]","[0,0,1,1,1,1,1,1,2,2,2,2,2,2]","[1,1,1,1,1,1,1,0,0,0,0,0,0,0]","[7,14,26,30,35,39,47,54,56,57,58,67,76,77]",0.6837606837606838
cap-6,rabod,6,Water,27,20260808,86,25,1.584290146769558e-05,9,False,3,True,250,5,True,25,"[0.019199003990771214,0.05785274459073902,0.016681381807464545,0.05290764813183777,0.032449465770283875,0.010032466042374934,0.015485234537460918,0.02081807953035124,0.032190586243585506,0.08711808201792612,0.04183617303679505,4.058789879905532e-05,2.023873106567006e-05,1.5228252122808916e-07,9.963762934419e-07,3.369281572874397e-07,1.2881246526301373e-06,4.575492466989462e-07,7.365063135816227e-08,1.0414169093194829e-07,5.169790573781744e-08,2.9086223836393884e-07,4.417009676929193e-08,2.1482305240335327e-08,1.825629915135622e-07]","[1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,2,6,8,22,23,29,31,38,44,47,51,52,60,63,66,69,70,74,77,83,87,89,96,98]",0.5833333333333334
cap-6,rabod,6,Water,27,20260808,87,28,1.4906288905714738e-05,9,False,5,True,420,6,True,28,"[0.06165069408014426,0.12186437221863532,0.07391698947795611,0.037589973904866514,0.09291245393732094,0.037625723894780666,0.014905872826046763,0.049646649174920704,0.02701838797291851,0.09030910213927153,0.011789349587328584,0.1257309624755709,0.04514038956019749,0.011896502982083395,0.06924158529765449,8.148199949497519e-05,0.03561100445868589,1.1418659400703487e-07,5.023350535364015e-07,3.989481470409158e-05,5.488937549987829e-07,6.621776333529785e-08,3.4960415829755934e-07,1.398392450147828e-06,3.4787183809660977e-07,6.360769302109908e-08,4.349870118163975e-08,1.0971299314810581e-07]","[0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,2,1,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2,3,6,11,17,19,21,24,26,27,31,34,35,40,47,53,55,56,61,63,72,73,76,81,85,87,94,100]",0.7981818181818181
cap-6,rabod,6,Water,27,20260808,88,50,9.102083126537295e-06,9,False,3,True,750,6,True,50,"[0.024173037320619168,0.03293308903362523,0.13522082164749874,0.08405118725365207,0.055624556681702325,0.03334066812060886,0.07539569493208177,0.18002829372592424,0.12387084420329213,0.07370258103824563,0.07868194778664137,0.0754288711994849,0.01996857347798915,0.11822058579714595,0.055830623920026204,0.03532033914962166,0.017403983585145732,0.016636235492790377,0.06834085124464984,0.05587407273437615,0.014653826280571148,0.03211061859420753,0.06194033403246299,6.482664389235074e-06,0.10074697264212328,5.92371136716913e-06,1.3646391521492177e-06,1.6693557382538962e-05,7.291640783505237e-07,8.633765680370996e-07,2.4492318809505717e-05,0.09573792431934404,2.497585884576808e-06,1.4815757030942052e-07,2.4294279686530303e-07,3.587956036034016e-06,1.1960222448054033e-06,3.705036488629541e-07,6.340964216711329e-06,1.9848132797828267e-07,1.4740670623194108e-06,2.2545243277464853e-07,7.074098162109177e-07,1.4202980315389774e-07,1.5812727452349855e-08,2.8644721322512513e-07,3.478877392066138e-07,3.9578420044949847e-07,1.1704374804930796e-07,1.8788181565426183e-07]","[1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[5,6,7,9,12,15,17,18,19,22,24,26,27,30,31,32,34,41,42,44,45,46,47,53,55,57,58,60,61,62,63,64,65,66,67,69,71,72,73,74,75,76,80,81,85,86,87,89,94,96]",0.7863247863247864
cap-6,rabod,6,Water,27,20260808,89,26,1.3109315587796184e-05,9,False,5,True,390,6,True,26,"[0.03023896467890174,0.04978008613814223,0.013430607946757118,0.12087855959536363,0.06252584490858837,0.29602418429343624,0.07635072959461546,0.09927330315860597,0.03737394083475644,0.09623060943514533,0.023728334370436147,0.045974988490540505,0.06750682763968809,0.09184503572876096,0.027081397202640294,0.006282290462673583,1.4229843576249374e-06,3.40551557386296e-05,2.148112236436102e-06,3.909698238562977e-07,2.80413237201487e-07,3.7022106416656435e-07,4.5828227149602894e-08,6.417319568335525e-07,1.2812966696037469e-08,3.141634047699249e-08]","[1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[1,4,5,7,9,12,13,14,15,21,23,28,29,30,46,50,51,53,55,70,72,73,81,86,88,100]",0.8333333333333333
cap-6,rabod,6,Water,27,20260808,90,38,9.18799382893565e-06,9,False,4,True,570,6,True,38,"[0.031156096369916484,0.024022001437006203,0.08680923877301895,0.018579940922024998,0.049101365825832306,0.029557587039010097,0.10660838085561032,0.11605619571039538,0.055751269870938654,0.01536581338332211,0.049949736971790205,0.0346363950144942,0.08512391173267249,0.02234849116480382,0.064215586414952,0.008129964568986616,0.07708706355873053,0.0842158276790847,0.03719661637639954,0.025681765725658653,0.03437602206388121,0.018037949134837222,0.03605473645964569,1.2548477464093037e-06,8.233615292554089e-07,2.653805450709582e-06,4.1152724945472536e-07,2.1972103154938538e-07,6.242193596174486e-07,5.570269715285943e-08,6.074962439224029e-07,1.3716363344710945e-07,9.769553451824432e-08,5.564440974405654e-07,1.7461078243432044e-07,1.9220111654436837e-07,3.4396510261331e-07,2.7629016517497717e-07]","[1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[4,5,7,8,11,12,13,16,17,20,23,26,29,33,35,36,37,38,40,44,46,48,52,56,58,61,64,70,71,72,75,77,84,86,88,94,96,97]",0.7252502780867631
cap-6,rabod,6,Water,27,20260808,91,25,2.1962951849568624e-05,9,False,4,True,250,5,True,25,"[0.07946299978465957,0.029879358650799798,0.07316745255311777,0.026653244879079916,0.047637945860562615,0.07198500390329338,0.0245140837118354,0.07314442672928485,0.11338320251150237,0.09073195222602823,0.04464539029158853,0.0061990549659875415,0.05580448467256838,4.323051435168716e-07,1.6645962950854651e-06,3.7959917311507943e-07,3.379309356352387e-07,2.2679842810993056e-07,7.324213980603547e-07,0.004460331752388022,7.502472688447255e-07,9.996475769532176e-08,3.0248044974018565e-07,5.673570213176239e-08,7.172076922335702e-08]","[0,1,0,1,1,0,1,0,0,0,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[1,9,20,23,27,28,29,36,37,41,43,45,47,53,61,66,69,73,75,80,83,87,90,91,93]",0.7940503432494279
cap-6,rabod,6,Water,27,20260808,92,22,3.352997927142151e-05,9,False,4,True,220,5,True,22,"[0.03624209131133446,0.032611088125707205,0.0057444507777704495,0.03191624602929549,0.0464178641439697,0.1394486171314598,0.06844070300560544,0.034410818420754434,0.056420984243745476,0.07578026743001996,0.04382701375632279,0.031911015237353,8.828220166743501e-08,3.830633697897678e-07,5.1945865600137e-07,1.1534727951839707e-05,3.33433319287211e-07,9.541914110606497e-07,9.861057703709991e-08,1.62457608250032e-07,2.2131297479979167e-08,2.94483381785456e-08]","[1,1,1,1,1,0,0,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[7,15,16,17,20,22,23,28,33,38,41,47,61,62,67,69,73,74,85,89,92,100]",0.7
cap-6,rabod,6,Water,27,20260808,93,20,6.857896088066462e-05,9,False,4,True,200,5,True,20,"[0.01048180920374976,0.05114091607753951,0.04278495110637178,0.04680501921571884,0.019690250408041593,0.051203824551956705,0.01656604504309769,4.549864937255252e-07,6.623947131752956e-06,1.6202781225961486e-08,6.438167089345469e-07,3.3897177157231284e-07,3.11061832586392e-08,1.9126337135961464e-06,1.0813803111803803e-07,5.4142566775423655e-08,2.1052158444815888e-08,1.2111756062728561e-08,1.0176468723250876e-08,3.841516806253931e-08]","[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2,5,14,17,39,42,46,56,60,63,66,68,74,80,87,88,92,95,97,98]",0.5
cap-6,rabod,6,Water,27,20260808,94,26,1.677770544298752e-05,9,False,5,True,390,6,True,26,"[0.1568095121266309,0.08952837838118137,0.05584701763619653,0.06314879941833022,0.03902016779585267,0.008937062678341932,0.11662142429681366,0.01613511377440521,0.01993040945625536,0.011921524137760675,0.041112201213553766,0.013879963781221085,7.965760652298358e-06,0.0283993268329861,2.5362379946722667e-06,1.7989395214314814e-07,8.738954801752084e-07,6.926931827442964e-07,2.4639724204808255e-07,9.783709188326524e-07,2.2505124762139408e-07,2.6543180614184504e-07,8.360550919831476e-08,3.12716933212482e-07,1.235525911572874e-07,2.1971079927118907e-08]","[0,0,1,0,1,1,0,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[6,7,9,16,20,21,29,30,33,45,47,50,54,57,63,64,66,67,71,74,75,80,83,87,92,97]",0.7314814814814814
cap-6,rabod,6,Water,27,20260808,95,18,3.1997277434334436e-05,9,False,5,True,180,5,True,18,"[0.069923064939493,0.03451896656513458,0.019445782790208352,0.015791454768574974,0.045511594864987605,0.02807233154749699,0.10274715631594258,0.03665896967234422,0.10446016276046939,0.010526391043723656,0.04335857427188962,0.023187350062925494,0.012715185856631488,4.148979860450876e-06,5.22124261150443e-07,6.258996335804775e-08,2.430175649369255e-07,3.0469750405542296e-08]","[0,1,1,1,1,1,0,1,0,1,1,1,1,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]","[15,18,20,23,24,29,30,33,35,46,48,50,57,68,85,91,93,99]",0.6545454545454545
cap-6,rabod,6,Water,27,20260808,96,21,4.416549932251074e-05,9,False,4,True,210,5,True,21,"[0.04041872877344083,0.01968311337863977,0.1375414552992446,0.024683378714219963,0.026573690325987394,0.006558651674119056,0.05810446662323848,0.042377970434615594,0.09357424043662056,5.0509435867960574e-05,0.02167008376161019,0.005275127720784056,6.72878899251376e-05,0.02223835172268404,5.286088688013262e-07,9.818758842946926e-07,1.033285349252188e-07,1.276206783374361e-07,1.1262489547589733e-06,8.7078157092802e-08,1.161180079417673e-07]","[1,1,0,1,1,1,1,1,0,2,1,1,2,1,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[2,14,15,20,27,28,29,35,45,53,54,57,58,59,68,79,80,84,85,95,100]",0.6103896103896104
cap-6,rabod,6,Water,27,20260808,97,32,1.8497398616996927e-05,9,False,4,True,480,6,True,32,"[0.07060362757407194,0.01029038914814921,0.057760164896338714,0.027287699340653778,0.02453331804068379,0.06420960371826163,0.09331761367318112,0.019509686889929514,0.12831501557719588,0.025306598672695694,0.08480903531679979,0.020362079646188087,0.021669007415838656,0.1345490319395639,0.05378259741577352,0.031830601714126015,1.7037640916000254e-05,0.047366516291523546,0.022155621893925264,7.816276888324557e-07,1.8066834715535987e-07,2.539525460756305e-05,6.422644406357852e-07,1.5724794536022496e-05,6.802736333152433e-08,3.560376975229594e-07,1.369620394427511e-07,1.5154982482718493e-07,2.1087660713968737e-07,7.367913264850916e-08,7.15990216330747e-08,8.487523650729051e-08]","[0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,7,8,11,13,19,25,26,32,33,34,37,38,47,48,51,55,56,60,62,64,68,69,70,72,80,81,86,87,88,96,99]",0.7373271889400921
cap-6,rabod,6,Water,27,20260808,98,39,1.1330001575541347e-05,9,False,4,True,585,6,True,39,"[0.08474059842967342,0.08868592457406406,0.09342018690027644,0.12812397188543853,0.11682440496960307,0.09129617463156992,0.04364300896059552,0.018137782761823974,0.0865743681878962,0.05538909303187222,0.050893354816130186,0.021701804946278075,0.0444421909086955,0.060289524797359315,0.09107584407701233,0.096963805667839,0.016752969203420592,0.010919432399145057,2.6878920394230414e-06,0.06000884779591089,4.4003799968618595e-06,0.08788336507469305,0.021226639142032176,0.00018227513328837234,0.04988558264693502,3.507881669541739e-07,4.869900466484658e-07,8.275719873940838e-08,3.748758620752416e-07,4.6597741709620465e-08,8.041342477182752e-08,6.754851922872034e-08,6.139594596863435e-08,4.672544828637133e-08,1.103400956964468e-07,1.3013793680192196e-07,6.146433456589896e-08,8.269933306016987e-08,2.3620359888719255e-08]","[0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,2,0,2,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[2,5,6,11,12,21,22,24,27,28,37,38,40,41,44,46,47,50,52,53,55,56,57,58,60,62,66,70,71,77,80,83,85,91,92,93,96,98,100]",0.7807017543859649
cap-6,rabod,6,Water,27,20260808,99,10,2.0982972693759763e-05,9,False,5,True,60,4,True,10,"[0.14579562974814533,0.024943872099663946,0.0975735695885597,0.0035144108933587996,0.024099110123916686,0.11007799018420687,2.62666416385383e-07,2.0423562813571754e-06,1.8549818671033943e-06,2.0585778482689376e-07]","[0,1,0,1,1,0,2,2,2,2]","[1,1,1,1,1,1,0,0,0,0]","[1,8,9,11,28,40,68,74,83,86]",0.8333333333333333
cap-6,rabod,6,Water,27,20260808,100,14,3.544552579645147e-05,9,False,2,True,84,4,True,14,"[0.060838968658786394,0.017611724679949304,0.07418651646366367,0.04499890443835946,0.01953224719410459,0.004138455021023334,0.020559298005104795,0.0005125375302240347,2.7040433437213875e-06,1.0738499362454934e-05,2.7832218542317544e-07,3.31795270681296e-08,1.3954305138357552e-06,1.6885624370779028e-07]","[0,1,0,1,1,1,1,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,0,0,0,0,0,0,0]","[15,33,40,43,46,48,49,53,57,64,72,74,77,85]",0.7222222222222222
cap-6,rabod,6,Water,39,20260808,21,48,7.845272848602599e-06,9,False,5,True,720,6,True,48,"[0.12043637701299857,0.03013594633500904,0.01588458418825892,0.018042313273430314,0.06439772709842813,0.0457001203537736,0.06040504322347142,0.08215957949456563,0.04446706290308788,0.0323772046131872,0.11403691431362503,0.08348717291834759,0.015519638645421663,0.015302307730726186,0.1341379193881504,0.10430370535108761,0.12053430773685977,0.06408973788626247,0.07601253138398764,0.11488904128310576,0.06855540412254392,0.006652050355855836,0.03484004953314609,0.11990756017031516,0.06746188148113026,0.0033780250157823964,0.13911785516754377,1.9863611305658504e-05,7.3047432394113e-06,5.009513532329319e-07,1.6368228497074456e-06,0.003967824285933881,8.158051210200294e-09,3.868553340305948e-07,2.4227739073834796e-07,3.0121394263642666e-07,3.7982428589957117e-07,1.3289488560825445e-07,1.8093105284513292e-07,1.3067526640101008e-07,1.9550671446091864e-07,4.100425223611314e-07,1.7660758083108634e-08,6.402931053693887e-08,7.909587552239182e-07,1.711229102213414e-07,1.056146498775685e-06,4.392662377613338e-07]","[0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[3,4,5,7,8,9,10,11,13,14,16,17,18,22,24,25,27,28,29,36,41,47,48,51,56,59,60,62,64,66,68,69,71,74,78,79,81,82,83,86,87,91,92,93,95,97,98,99]",0.7777777777777777
cap-6,rabod,6,Water,39,20260808,22,18,3.071737525603483e-05,9,False,4,True,180,5,True,18,"[0.06376486135554205,0.07482270556033227,0.11435346949682686,0.018056845146581634,0.04658305462176663,0.11283816299158089,0.018687295986675307,0.03173710843691286,0.0812374823123646,0.04910401491269575,2.468810379199121e-07,0.11375659713163606,0.09073364992140528,1.1657285983469669e-07,3.898079089937681e-08,1.1359679908156801e-07,2.616215196569781e-08,1.0847939596343409e-07]","[0,0,0,1,1,0,1,1,0,1,2,0,0,2,2,2,2,2]","[1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0]","[2,11,23,27,35,40,41,49,51,54,55,56,69,71,75,90,92,95]",0.6416666666666666
